# Time, Wall Area, Wall Volume, Lumen Volume, Wall Area Ratio, Wall Volume Ratio, Lumen Volume Ratio, Average J, Average I1, Average J Ratio, Average I1 Ratio, No. of Frames, Open Frame, Closing Frame, Ref Frame
5.000000000000000000e+02,2.712161292855152624e+03,9.116724602020738530e+03,1.760001777118371683e+04,1.026672483039091865e+00,1.118062655393055049e+00,1.004780894211704023e+00,1.018751177250812656e+00,2.056102723398401277e+00,1.018751177250812656e+00,1.028051361699200639e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.100000000000000000e+02,2.715980792788777308e+03,9.103063477365849394e+03,1.764943087090160043e+04,1.028118331960818255e+00,1.116387273721010764e+00,1.007601876506483141e+00,1.019793687399711324e+00,2.058064253199194837e+00,1.019793687399711324e+00,1.029032126599597419e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.200000000000000000e+02,2.719800292722402446e+03,9.089402352710962077e+03,1.769884397061948403e+04,1.029564180882544422e+00,1.114711892048966702e+00,1.010422858801262258e+00,1.020836197548609992e+00,2.060025782999988397e+00,1.020836197548609992e+00,1.030012891499994199e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.300000000000000000e+02,2.723619792656027585e+03,9.075741228056072941e+03,1.774825707033736762e+04,1.031010029804270811e+00,1.113036510376922417e+00,1.013243841096041375e+00,1.021878707697508659e+00,2.061987312800781957e+00,1.021878707697508659e+00,1.030993656400390979e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.400000000000000000e+02,2.722848055440321332e+03,9.037399557498529248e+03,1.776241917201595788e+04,1.030717893283633169e+00,1.108334340259129025e+00,1.014052352165378368e+00,1.021251068726366729e+00,2.059733494493926731e+00,1.021251068726366729e+00,1.029866747246963365e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.500000000000000000e+02,2.721566180763577904e+03,8.996315604062911007e+03,1.777266449613462100e+04,1.030232647269399449e+00,1.103295860314029930e+00,1.014637255320777198e+00,1.020437857630775769e+00,2.057011304175110133e+00,1.020437857630775769e+00,1.028505652087555067e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.600000000000000000e+02,2.720284306086834931e+03,8.955231650627292765e+03,1.778290982025328776e+04,1.029747401255165729e+00,1.098257380368931058e+00,1.015222158476176251e+00,1.019624646535184809e+00,2.054289113856293536e+00,1.019624646535184809e+00,1.027144556928146768e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.700000000000000000e+02,2.719002431410091503e+03,8.914147697191674524e+03,1.779315514437195452e+04,1.029262155240932008e+00,1.093218900423832185e+00,1.015807061631575081e+00,1.018811435439593849e+00,2.051566923537476939e+00,1.018811435439593849e+00,1.025783461768738469e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.800000000000000000e+02,2.717720556733348531e+03,8.873063743756056283e+03,1.780340046849062128e+04,1.028776909226698288e+00,1.088180420478733090e+00,1.016391964786973912e+00,1.017998224344002889e+00,2.048844733218660341e+00,1.017998224344002889e+00,1.024422366609330171e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
5.900000000000000000e+02,2.716438682056605103e+03,8.831979790320438042e+03,1.781364579260928804e+04,1.028291663212464790e+00,1.083141940533634218e+00,1.016976867942372742e+00,1.017185013248411929e+00,2.046122542899843744e+00,1.017185013248411929e+00,1.023061271449921872e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.000000000000000000e+02,2.713899262507937237e+03,8.791164399004765073e+03,1.780958634870359310e+04,1.027330381086516864e+00,1.078136396680176912e+00,1.016745115240154318e+00,1.016063399686878421e+00,2.042914514291185757e+00,1.016063399686878421e+00,1.021457257145592878e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.100000000000000000e+02,2.706329663471570257e+03,8.751423256168871376e+03,1.774830783270045868e+04,1.024464954513713000e+00,1.073262597193286094e+00,1.013246739107466210e+00,1.013708176261574723e+00,2.037763132523164433e+00,1.013708176261574723e+00,1.018881566261582217e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.200000000000000000e+02,2.698760064435203276e+03,8.711682113332977679e+03,1.768702931669732425e+04,1.021599527940909136e+00,1.068388797706395277e+00,1.009748362974778102e+00,1.011352952836270802e+00,2.032611750755143110e+00,1.011352952836270802e+00,1.016305875377571555e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.300000000000000000e+02,2.691190465398835840e+03,8.671940970497083981e+03,1.762575080069418618e+04,1.018734101368105271e+00,1.063514998219504459e+00,1.006249986842089772e+00,1.008997729410967104e+00,2.027460368987121342e+00,1.008997729410967104e+00,1.013730184493560671e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.400000000000000000e+02,2.683620866362468860e+03,8.632199827661190284e+03,1.756447228469105175e+04,1.015868674795301407e+00,1.058641198732613642e+00,1.002751610709401664e+00,1.006642505985663183e+00,2.022308987219100018e+00,1.006642505985663183e+00,1.011154493609550009e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.500000000000000000e+02,2.676051267326101879e+03,8.592458684825296586e+03,1.750319376868791733e+04,1.013003248222497543e+00,1.053767399245722602e+00,9.992532345767135560e-01,1.004287282560359484e+00,2.017157605451078695e+00,1.004287282560359484e+00,1.008578802725539347e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.600000000000000000e+02,2.668481668289734898e+03,8.552717541989402889e+03,1.744191525268478290e+04,1.010137821649693679e+00,1.048893599758831785e+00,9.957548584440254480e-01,1.001932059135055564e+00,2.012006223683056927e+00,1.001932059135055564e+00,1.006003111841528463e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.700000000000000000e+02,2.665742563671840344e+03,8.536264456628527114e+03,1.742069065400325053e+04,1.009100949931641455e+00,1.046875815838506751e+00,9.945431510741936654e-01,1.001081066701742683e+00,2.010021789548893878e+00,1.001081066701742683e+00,1.005010894774446939e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.800000000000000000e+02,2.667833953472418671e+03,8.543099428742667442e+03,1.743951997264332385e+04,1.009892633068340873e+00,1.047714047484747280e+00,9.956181124672182081e-01,1.001734305260420843e+00,2.011204303048589104e+00,1.001734305260420843e+00,1.005602151524294552e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
6.900000000000000000e+02,2.669925343272996997e+03,8.549934400856807770e+03,1.745834929128339354e+04,1.010684316205040290e+00,1.048552279130987808e+00,9.966930738602427509e-01,1.002387543819099003e+00,2.012386816548284330e+00,1.002387543819099003e+00,1.006193408274142165e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+02,2.672016733073575324e+03,8.556769372970948098e+03,1.747717860992346687e+04,1.011475999341739707e+00,1.049390510777228336e+00,9.977680352532672936e-01,1.003040782377777163e+00,2.013569330047979555e+00,1.003040782377777163e+00,1.006784665023989778e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.100000000000000000e+02,2.674108122874154105e+03,8.563604345085088426e+03,1.749600792856353655e+04,1.012267682478439346e+00,1.050228742423468864e+00,9.988429966462918363e-01,1.003694020936455100e+00,2.014751843547674781e+00,1.003694020936455100e+00,1.007375921773837391e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000000e+02,2.676199512674732432e+03,8.570439317199230572e+03,1.751483724720360988e+04,1.013059365615138763e+00,1.051066974069709392e+00,9.999179580393163791e-01,1.004347259495133260e+00,2.015934357047370007e+00,1.004347259495133260e+00,1.007967178523685003e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.300000000000000000e+02,2.678290902475310759e+03,8.577274289313370900e+03,1.753366656584367956e+04,1.013851048751838180e+00,1.051905205715949920e+00,1.000992919432340811e+00,1.005000498053811420e+00,2.017116870547065233e+00,1.005000498053811420e+00,1.008558435273532616e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.400000000000000000e+02,2.684700051169418202e+03,8.602647897220849700e+03,1.758338954174587343e+04,1.016277193768095222e+00,1.055016990339525229e+00,1.003831592485937119e+00,1.007169008258799625e+00,2.021564476505111063e+00,1.007169008258799625e+00,1.010782238252555532e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.500000000000000000e+02,2.692188639586907811e+03,8.632656164076663117e+03,1.764083593196360016e+04,1.019111954254241947e+00,1.058697163207434011e+00,1.007111193454676368e+00,1.009716336375365620e+00,2.026828355577744212e+00,1.009716336375365620e+00,1.013414177788872106e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.600000000000000000e+02,2.699677228004397421e+03,8.662664430932476535e+03,1.769828232218132689e+04,1.021946714740388451e+00,1.062377336075343015e+00,1.010390794423415395e+00,1.012263664491931614e+00,2.032092234650377360e+00,1.012263664491931614e+00,1.016046117325188680e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.700000000000000000e+02,2.707165816421887484e+03,8.692672697788289952e+03,1.775572871239905362e+04,1.024781475226535177e+00,1.066057508943251797e+00,1.013670395392154644e+00,1.014810992608497608e+00,2.037356113723010509e+00,1.014810992608497608e+00,1.018678056861505254e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.800000000000000000e+02,2.714654404839377094e+03,8.722680964644103369e+03,1.781317510261677671e+04,1.027616235712681680e+00,1.069737681811160801e+00,1.016949996360893893e+00,1.017358320725063381e+00,2.042619992795644102e+00,1.017358320725063381e+00,1.021309996397822051e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
7.900000000000000000e+02,2.722142993256867157e+03,8.752689231499916787e+03,1.787062149283450344e+04,1.030450996198828184e+00,1.073417854679069583e+00,1.020229597329632920e+00,1.019905648841629375e+00,2.047883871868277250e+00,1.019905648841629375e+00,1.023941935934138625e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.000000000000000000e+02,2.729146116426550634e+03,8.781278035576664479e+03,1.792400115099926916e+04,1.033101986710561082e+00,1.076923946570172097e+00,1.023277029517532410e+00,1.022274512169427219e+00,2.052791972977918711e+00,1.022274512169427219e+00,1.026395986488959355e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.100000000000000000e+02,2.731780052365981192e+03,8.797091674641820646e+03,1.794078022068737846e+04,1.034099047452569531e+00,1.078863309670017978e+00,1.024234942677873850e+00,1.023037192398311479e+00,2.054498072420637200e+00,1.023037192398311479e+00,1.027249036210318600e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.200000000000000000e+02,2.734413988305411749e+03,8.812905313706976813e+03,1.795755929037548776e+04,1.035096108194578202e+00,1.080802672769863859e+00,1.025192855838215289e+00,1.023799872627195962e+00,2.056204171863355690e+00,1.023799872627195962e+00,1.028102085931677845e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.300000000000000000e+02,2.737047924244842307e+03,8.828718952772132980e+03,1.797433836006359707e+04,1.036093168936586650e+00,1.082742035869709740e+00,1.026150768998556728e+00,1.024562552856080222e+00,2.057910271306074179e+00,1.024562552856080222e+00,1.028955135653037090e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.400000000000000000e+02,2.739681860184272864e+03,8.844532591837289146e+03,1.799111742975170637e+04,1.037090229678595321e+00,1.084681398969555621e+00,1.027108682158898167e+00,1.025325233084964704e+00,2.059616370748792669e+00,1.025325233084964704e+00,1.029808185374396334e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.500000000000000000e+02,2.742315796123703421e+03,8.860346230902445313e+03,1.800789649943981931e+04,1.038087290420603770e+00,1.086620762069401502e+00,1.028066595319239607e+00,1.026087913313848965e+00,2.061322470191511158e+00,1.026087913313848965e+00,1.030661235095755579e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.600000000000000000e+02,2.744949732063133979e+03,8.876159869967601480e+03,1.802467556912792861e+04,1.039084351162612441e+00,1.088560125169247383e+00,1.029024508479581046e+00,1.026850593542733447e+00,2.063028569634229648e+00,1.026850593542733447e+00,1.031514284817114824e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.700000000000000000e+02,2.744884233860197128e+03,8.881243538785620331e+03,1.802254013305078479e+04,1.039059557208498630e+00,1.089183579370831101e+00,1.028902596933864544e+00,1.026819129442743561e+00,2.063048360561040795e+00,1.026819129442743561e+00,1.031524180280520397e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.800000000000000000e+02,2.740769584443708936e+03,8.870232252232928658e+03,1.799203293832576674e+04,1.037501981210201762e+00,1.087833170225021684e+00,1.027160948329061130e+00,1.025596448849442455e+00,2.060538688713991817e+00,1.025596448849442455e+00,1.030269344356995909e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
8.900000000000000000e+02,2.736654935027220745e+03,8.859220965680238805e+03,1.796152574360074868e+04,1.035944405211904673e+00,1.086482761079212267e+00,1.025419299724257938e+00,1.024373768256141126e+00,2.058029016866942396e+00,1.024373768256141126e+00,1.029014508433471198e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.000000000000000000e+02,2.732540285610732553e+03,8.848209679127548952e+03,1.793101854887573063e+04,1.034386829213607806e+00,1.085132351933402850e+00,1.023677651119454524e+00,1.023151087662840020e+00,2.055519345019893418e+00,1.023151087662840020e+00,1.027759672509946709e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.100000000000000000e+02,2.728425636194244362e+03,8.837198392574859099e+03,1.790051135415070894e+04,1.032829253215310716e+00,1.083781942787593433e+00,1.021936002514651332e+00,1.021928407069538691e+00,2.053009673172843996e+00,1.021928407069538691e+00,1.026504836586421998e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.200000000000000000e+02,2.724310986777756170e+03,8.826187106022169246e+03,1.787000415942569089e+04,1.031271677217013849e+00,1.082431533641784016e+00,1.020194353909847917e+00,1.020705726476237585e+00,2.050500001325795019e+00,1.020705726476237585e+00,1.025250000662897509e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.300000000000000000e+02,2.720196337361267979e+03,8.815175819469479393e+03,1.783949696470067283e+04,1.029714101218716982e+00,1.081081124495974599e+00,1.018452705305044725e+00,1.019483045882936256e+00,2.047990329478745597e+00,1.019483045882936256e+00,1.023995164739372798e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.400000000000000000e+02,2.711151155176480188e+03,8.750539994984501391e+03,1.778307873960895449e+04,1.026290101444934599e+00,1.073154275247816480e+00,1.015231802042645182e+00,1.016944063427372091e+00,2.042454194843888793e+00,1.016944063427372091e+00,1.021227097421944396e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.500000000000000000e+02,2.699992887519564192e+03,8.662922225671403794e+03,1.771555578721722122e+04,1.022066205767373059e+00,1.062408951670080537e+00,1.011376932498418757e+00,1.013840951602266616e+00,2.035621004728542793e+00,1.013840951602266616e+00,1.017810502364271397e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.600000000000000000e+02,2.688834619862647742e+03,8.575304456358302559e+03,1.764803283482548795e+04,1.017842310089811297e+00,1.051663628092344371e+00,1.007522062954192332e+00,1.010737839777160918e+00,2.028787814613196794e+00,1.010737839777160918e+00,1.014393907306598397e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.700000000000000000e+02,2.677676352205731746e+03,8.487686687045204962e+03,1.758050988243375468e+04,1.013618414412249535e+00,1.040918304514608206e+00,1.003667193409966130e+00,1.007634727952055442e+00,2.021954624497851238e+00,1.007634727952055442e+00,1.010977312248925619e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.800000000000000000e+02,2.666518084548815750e+03,8.400068917732105547e+03,1.751298693004202505e+04,1.009394518734687995e+00,1.030172980936872262e+00,9.998123238657397049e-01,1.004531616126949967e+00,2.015121434382505239e+00,1.004531616126949967e+00,1.007560717191252619e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
9.900000000000000000e+02,2.655359816891899300e+03,8.312451148419007950e+03,1.744546397765029178e+04,1.005170623057126233e+00,1.019427657359136319e+00,9.959574543215132802e-01,1.001428504301844491e+00,2.008288244267159683e+00,1.001428504301844491e+00,1.004144122133579842e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+03,2.644201549234983304e+03,8.224833379105908534e+03,1.737794102525855851e+04,1.000946727379564694e+00,1.008682333781400375e+00,9.921025847772869666e-01,9.983253924767389043e-01,2.001455054151813684e+00,9.983253924767389043e-01,1.000727527075906842e+00,1.800000000000000000e+01,3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00
